event_id,event_title,event_date,article_count,unique_outlet_count,outlets_covering,representative_headline,event_summary,cluster_confidence,is_low_quality_event
EVT_01133,The Central Crime Branch (CCB) Women Protection Squad has arrested 11 members of an alleged honey-trap and robbery syndicate that lured men through a classified ads app before robbing them in Bengaluru.,2026-07-18,1,1,['the_hindu'],The Central Crime Branch (CCB) Women Protection Squad has arrested 11 members of an alleged honey-trap and robbery syndicate that lured men through a classified ads app before robbing them in Bengaluru.,"The Central Crime Branch (CCB) Women Protection Squad has arrested 11 members of an alleged honey-trap and robbery syndicate that lured men through a classified ads app before robbing them in Bengaluru.
The arrests were made on Friday after a Whitefield resident lodged a complaint stating that he wa...",1.0,False
EVT_01134,"The United Nations human rights agency has expressed concern over the ongoing unrest in Pakistan-occupied Kashmir (PoK), urging authorities to conduct impartial investigations into the deaths of protesters and security personnel ahead of the region's...",2026-07-18,1,1,['the_times_of_india'],"The United Nations human rights agency has expressed concern over the ongoing unrest in Pakistan-occupied Kashmir (PoK), urging authorities to conduct impartial investigations into the deaths of protesters and security personnel ahead of the region's..."," The United Nations human rights agency has expressed concern over the ongoing unrest in Pakistan-occupied Kashmir (PoK), urging authorities to conduct impartial investigations into the deaths of protesters and security personnel ahead of the region's legislative assembly elections.
In a statement i...",1.0,False
EVT_01135,TVK functionary removed from party after moving court against leaders,2026-07-18,1,1,['hindustan_times'],TVK functionary removed from party after moving court against leaders,"TVK functionary removed from party after moving court against leaders
TVK removed functionary M Gnanasoundari after accusing her of violating party discipline and making allegations that tarnished its image.
TVK functionary M Gnanasoundari, who alleged irregularities in the appointment of government...",1.0,False
EVT_01136,"'Asatya, Hinsa': Rahul Gandhi attacks government, calls 'removal' of Sonam Wangchuk from Jantar Mantar 'wrong'",2026-07-18,1,1,['hindustan_times'],"'Asatya, Hinsa': Rahul Gandhi attacks government, calls 'removal' of Sonam Wangchuk from Jantar Mantar 'wrong'","'Asatya, Hinsa': Rahul Gandhi attacks government, calls 'removal' of Sonam Wangchuk from Jantar Mantar 'wrong'
In a post on X, the Leader of Opposition and Congress MP Rahul accused the Modi government of being guided by the principles of ‘falsehood’ and ‘violence’.
Congress leader Rahul Gandhi on S...",1.0,False
EVT_01137,SC to look into affordable access to life-saving cancer medicines,2026-07-18,1,1,['hindustan_times'],SC to look into affordable access to life-saving cancer medicines,"SC to look into affordable access to life-saving cancer medicines
The Supreme Court on Friday said it will examine the broader issue of affordable access to life-saving cancer medicines and judicial delays in cases involving the right to health, expressing concern that a breast cancer patient’s peti...",1.0,False
EVT_01138,Video: Woman throws ink at Abhijeet Dipke as he sits on hunger strike after Sonam Wangchuk's 'removal',2026-07-18,1,1,['hindustan_times'],Video: Woman throws ink at Abhijeet Dipke as he sits on hunger strike after Sonam Wangchuk's 'removal',"Video: Woman throws ink at Abhijeet Dipke as he sits on hunger strike after Sonam Wangchuk's 'removal'
The woman's identity and the motive behind the act of throwing ink at Abhijeet Dipke were not immediately known.
Chaos erupted at Jantar Mantar on Saturday after a woman threw an ink-like liquid at...",1.0,False
EVT_01139,Minister for Public Works and Sports Development Aadhav Arjuna inaugurated a ₹10.15 crore-synthetic hockey turf at the District Sports Complex in Tiruvannamalai town on Saturday.,2026-07-18,1,1,['the_hindu'],Minister for Public Works and Sports Development Aadhav Arjuna inaugurated a ₹10.15 crore-synthetic hockey turf at the District Sports Complex in Tiruvannamalai town on Saturday.,"Minister for Public Works and Sports Development Aadhav Arjuna inaugurated a ₹10.15 crore-synthetic hockey turf at the District Sports Complex in Tiruvannamalai town on Saturday.
Accompanied by Collector Vandhana Garg, Mr. Arjuna flagged off the first match for girls at the newly opened facility. He...",1.0,False
EVT_01140,Need a strict mechanism against those involved in paper leak: NEET-UG topper,2026-07-18,1,1,['hindustan_times'],Need a strict mechanism against those involved in paper leak: NEET-UG topper,"Need a strict mechanism against those involved in paper leak: NEET-UG topper
For Aryan Gupta and Panshul Bansal — who jointly topped the NEET-UG 2026 re-examination with 715 out of 720 — the road to India’s top rank ran through a cancelled exam, a second round of preparation neither had planned for,...",1.0,False
EVT_01141,Indians chosen in US varsities struggle for visa appointment,2026-07-18,1,1,['hindustan_times'],Indians chosen in US varsities struggle for visa appointment,"Indians chosen in US varsities struggle for visa appointment
Education counsellors and applicants say those who applied for visa slots after April have faced severe difficulties obtaining appointments.
Indian students admitted to universities in the US are struggling to secure visa appointments, spa...",1.0,False
EVT_01142,"NEW DELHI: At 213 marks, NEET-UG recorded its highest ever qualifying cutoff, even as the number of candidates clearing the medical entrance examination fell by 1.15 lakh, a divergence driven by a smaller-appearing pool and a sharp upward shift in th...",2026-07-18,1,1,['the_times_of_india'],"NEW DELHI: At 213 marks, NEET-UG recorded its highest ever qualifying cutoff, even as the number of candidates clearing the medical entrance examination fell by 1.15 lakh, a divergence driven by a smaller-appearing pool and a sharp upward shift in th...","NEW DELHI: At 213 marks, NEET-UG recorded its highest ever qualifying cutoff, even as the number of candidates clearing the medical entrance examination fell by 1.15 lakh, a divergence driven by a smaller-appearing pool and a sharp upward shift in the score distribution. Moreover, the total qualifie...",1.0,False
EVT_01143,The Tamil Nadu Dr. Ambedkar Law University has cancelled the affiliation of three private law colleges on charges of violating norms governing admission of students.,2026-07-18,1,1,['the_hindu'],The Tamil Nadu Dr. Ambedkar Law University has cancelled the affiliation of three private law colleges on charges of violating norms governing admission of students.,"The Tamil Nadu Dr. Ambedkar Law University has cancelled the affiliation of three private law colleges on charges of violating norms governing admission of students.
The Syndicate of the University, in its meeting early this month, passed a resolution cancelling the affiliation given to these colleg...",1.0,False
EVT_01144,Is using abusive words like ‘motherf***ker’ punishable under obscenity law? What Supreme Court says,2026-07-18,1,1,['hindustan_times'],Is using abusive words like ‘motherf***ker’ punishable under obscenity law? What Supreme Court says,"Is using abusive words like ‘motherf***ker’ punishable under obscenity law? What Supreme Court says
The court made the observation while partly allowing a man's appeal, who was convicted for obscenity for using the words “motherf***ker” during an altercation.
The Supreme Court on Friday answered whe...",1.0,False
EVT_01145,CBSE Class 10 pass percentage rises to 96.78% after second board exam; over one-fourth of students took improvement test,2026-07-18,1,1,['hindustan_times'],CBSE Class 10 pass percentage rises to 96.78% after second board exam; over one-fourth of students took improvement test,"CBSE Class 10 pass percentage rises to 96.78% after second board exam; over one-fourth of students took improvement test
CBSE announced the results of the Class 10 Second Board Examination 2026 on Saturday. Students can check their results via DigiLocker.
The overall pass percentage in the Class 10 ...",1.0,False
EVT_01146,Deletion from electoral roll doesn’t take away citizenship: Supreme Court,2026-07-18,1,1,['hindustan_times'],Deletion from electoral roll doesn’t take away citizenship: Supreme Court,"Deletion from electoral roll doesn’t take away citizenship: Supreme Court
The bench said this while issuing notice on a petition seeking a mechanism to ensure early disposal of over 3 million appeals by Bengal voters facing exclusion.
Deletion of names from an electoral roll does not result in the l...",1.0,False
EVT_01147,"Delhi cafes, restaurants to stay open till 4am for FIFA World Cup final, announces CM Rekha Gupta",2026-07-18,1,1,['hindustan_times'],"Delhi cafes, restaurants to stay open till 4am for FIFA World Cup final, announces CM Rekha Gupta","Delhi cafes, restaurants to stay open till 4am for FIFA World Cup final, announces CM Rekha Gupta
Delhi chief minister Rekha Gupta said the decision has been made possible under the city's 24x7 business-friendly operating framework
Restaurants and cafes across Delhi will remain open until 4 am this ...",1.0,False
EVT_01148,"The State-run Institute of Nephro-Urology (INU) has performed 10 cadaveric kidney transplants in the first 17 days of July, including three transplants within 24 hours, marking its highest monthly transplant tally and reflecting a sharp increase in o...",2026-07-18,1,1,['the_hindu'],"The State-run Institute of Nephro-Urology (INU) has performed 10 cadaveric kidney transplants in the first 17 days of July, including three transplants within 24 hours, marking its highest monthly transplant tally and reflecting a sharp increase in o...","The State-run Institute of Nephro-Urology (INU) has performed 10 cadaveric kidney transplants in the first 17 days of July, including three transplants within 24 hours, marking its highest monthly transplant tally and reflecting a sharp increase in organ donation and transplant activity.
INU Directo...",1.0,False
EVT_01149,"Allahabad High Court acquits man in wife and 2 sons' murder case, cites no motive",2026-07-19,1,1,['india_today'],"Allahabad High Court acquits man in wife and 2 sons' murder case, cites no motive","Allahabad High Court acquits man in wife and 2 sons' murder case, cites no motive
While the police claimed that the murder weapon had been recovered, the High Court noted that no independent witness testified that the appellant had disclosed the place where he had kept the weapon.
The Allahabad High...",1.0,False
EVT_01150,JAMMU: Army troops opened fire after noticing a suspicious movement along the Line of Control (LoC) in the Rajouri district of Jammu & Kashmir on Friday night.,2026-07-19,1,1,['the_times_of_india'],JAMMU: Army troops opened fire after noticing a suspicious movement along the Line of Control (LoC) in the Rajouri district of Jammu & Kashmir on Friday night.,"JAMMU: Army troops opened fire after noticing a suspicious movement along the Line of Control (LoC) in the Rajouri district of Jammu & Kashmir on Friday night.
âThe small arms firing was reported from the Tarkundi forward area around 10 pm on Friday and continued for nearly one-and-a-half hours. How...",1.0,False
EVT_01151,"Uttarakhand stops felling of 4,369 trees for Rishikesh highway after local protests",2026-07-19,1,1,['india_today'],"Uttarakhand stops felling of 4,369 trees for Rishikesh highway after local protests","Uttarakhand stops felling of 4,369 trees for Rishikesh highway after local protests
The Uttarakhand government has halted the felling of 4,369 trees for the proposed Rishikesh highway widening after sustained protests. The pause has intensified calls for an alternative route amid concerns over fores...",1.0,False
EVT_01152,"On a sultry July afternoon, with the sun playing hide-and-seek behind the 161-foot-tall spire of the Ram temple in Ayodhya, people pass through the steel crowd-control barricades that regulate entry. People from across generations and genders gather ...",2026-07-19,1,1,['the_hindu'],"On a sultry July afternoon, with the sun playing hide-and-seek behind the 161-foot-tall spire of the Ram temple in Ayodhya, people pass through the steel crowd-control barricades that regulate entry. People from across generations and genders gather ...","On a sultry July afternoon, with the sun playing hide-and-seek behind the 161-foot-tall spire of the Ram temple in Ayodhya, people pass through the steel crowd-control barricades that regulate entry. People from across generations and genders gather outside the Jagadguru Shri Ramanandacharya Dwar, t...",1.0,False
EVT_01153,"The police will enhance surveillance in and around Kochi city in view of the FIFA World Cup final on Sunday (July 18, 2026) night, with special focus on venues hosting public screening of the Argentina-Spain title clash and areas where post-match cel...",2026-07-19,1,1,['the_hindu'],"The police will enhance surveillance in and around Kochi city in view of the FIFA World Cup final on Sunday (July 18, 2026) night, with special focus on venues hosting public screening of the Argentina-Spain title clash and areas where post-match cel...","The police will enhance surveillance in and around Kochi city in view of the FIFA World Cup final on Sunday (July 18, 2026) night, with special focus on venues hosting public screening of the Argentina-Spain title clash and areas where post-match celebrations are expected.
Sources with the city poli...",1.0,False
EVT_01154,"Yogi Adityanath targets Akhilesh Yadav, says 'babua' had no time for public",2026-07-19,1,1,['india_today'],"Yogi Adityanath targets Akhilesh Yadav, says 'babua' had no time for public","Yogi Adityanath targets Akhilesh Yadav, says 'babua' had no time for public
In a remark apparently aimed at Akhilesh Yadav, the UP Chief Minister said, ""Back then, 'Babua' would wake up at noon and would get ready by 2 pm. By 5 pm, it was time for the gym, and after that he would settle into his own...",1.0,False
EVT_01155,"Before Sonam Wangchuk, a look at India’s iconic fasts: Gandhi, Bhagat Singh to Sriramulu, Irom Sharmila",2026-07-19,1,1,['indian_express'],"Before Sonam Wangchuk, a look at India’s iconic fasts: Gandhi, Bhagat Singh to Sriramulu, Irom Sharmila","Before Sonam Wangchuk, a look at India’s iconic fasts: Gandhi, Bhagat Singh to Sriramulu, Irom Sharmila
By undertaking his hunger strike, Sonam Wangchuk seemed to follow a long tradition of fasting in India, most famously associated with Mahatma Gandhi, which was also adopted by several prominent fi...",1.0,False
EVT_01156,FBI-indicted Punjab cop arrested for alleged ₹3.8 crore extortion bid,2026-07-19,1,1,['hindustan_times'],FBI-indicted Punjab cop arrested for alleged ₹3.8 crore extortion bid,"FBI-indicted Punjab cop arrested for alleged ₹3.8 crore extortion bid
The move comes a week after the FBI indicted Nagra and accused him of maintaining alleged links with gangsters.
Punjab police inspector Gurinderjit Singh Nagra, who was recently indicted by the Federal Bureau of Investigation (FBI...",1.0,False
EVT_01158,"The Cockroach Janta Party continued overnight protests on Sunday (July 19, 2026) at Delhi’s Jantar Mantar against the BJP government, demanding Prime Minister Narendra Modi and Union Education Minister Dharmendra Pradhan’s resignation.",2026-07-19,1,1,['the_hindu'],"The Cockroach Janta Party continued overnight protests on Sunday (July 19, 2026) at Delhi’s Jantar Mantar against the BJP government, demanding Prime Minister Narendra Modi and Union Education Minister Dharmendra Pradhan’s resignation.","The Cockroach Janta Party continued overnight protests on Sunday (July 19, 2026) at Delhi’s Jantar Mantar against the BJP government, demanding Prime Minister Narendra Modi and Union Education Minister Dharmendra Pradhan’s resignation.
Also Read: Sonam Wangchuk | Fast and composed
Activist Sonam Wan...",1.0,False
EVT_01160,‘Article 370’ bags best picture in 72nd National Film Awards,2026-07-19,1,1,['hindustan_times'],‘Article 370’ bags best picture in 72nd National Film Awards,"‘Article 370’ bags best picture in 72nd National Film Awards
The 72nd National Film Awards (NFA) saw Article 370 win the “Best Feature Film”, with Yami Gautam also taking home the award for “Best Actress in a Leading Role
The 72nd National Film Awards (NFA) saw Article 370 emerge as the “Best Featur...",1.0,False
EVT_01162,Ex-BJP district chief among 9 sentenced to life in 2016 poll-rivalry murder case,2026-07-19,1,1,['india_today'],Ex-BJP district chief among 9 sentenced to life in 2016 poll-rivalry murder case,"Ex-BJP district chief among 9 sentenced to life in 2016 poll-rivalry murder case
A court in Alwar sentenced former BJP district president Inderjit Singh Pata and eight relatives to life imprisonment for Avtar Singh's 2016 murder. The verdict, delivered after 10 years and 18 days, has revived focus o...",1.0,False
EVT_01163,"Dead on paper, man arrested 27 years after killing of Agra cops",2026-07-19,1,1,['india_today'],"Dead on paper, man arrested 27 years after killing of Agra cops","Dead on paper, man arrested 27 years after killing of Agra cops
While on the run, he allegedly changed his name, married a woman and also had children with her. The police said that the man made every possible effort to erase his real identity.
Nearly three decades after the killing of two police pe...",1.0,False
EVT_01164,"The National Conference (NC) on Saturday (July 18, 2026) removed party leader in Ladakh Dr. Mohammad Jaffer Akhoon, days after he refused to step down from the top post of Chief Executive Councillor (CEC) of the Ladakh Autonomous Hill Development Cou...",2026-07-19,1,1,['the_hindu'],"The National Conference (NC) on Saturday (July 18, 2026) removed party leader in Ladakh Dr. Mohammad Jaffer Akhoon, days after he refused to step down from the top post of Chief Executive Councillor (CEC) of the Ladakh Autonomous Hill Development Cou...","The National Conference (NC) on Saturday (July 18, 2026) removed party leader in Ladakh Dr. Mohammad Jaffer Akhoon, days after he refused to step down from the top post of Chief Executive Councillor (CEC) of the Ladakh Autonomous Hill Development Council, Kargil (LAHDC-K) as part of a deal with ally...",1.0,False
EVT_01165,Donkeys fed gulab jamuns for rain in Bhopal. Here's what happened next,2026-07-19,1,1,['india_today'],Donkeys fed gulab jamuns for rain in Bhopal. Here's what happened next,"Donkeys fed gulab jamuns for rain in Bhopal. Here's what happened next
Residents fed gulab jamuns to donkeys and offered prayers on Bhopal's Kolar Road on Saturday. The ritual came as 35 Madhya Pradesh districts reported below-normal monsoon rainfall, though a wet spell is expected from Sunday.
Donk...",1.0,False
EVT_01166,"NEW DELHI: Climate activist Sonam Wangchuk Saturday refused intravenous fluids, oral rehydration solution and medication despite an independent AIIMS expert endorsing Safdarjung Hospitalâs assessment that he urgently requires fluid and electrolyte th...",2026-07-19,1,1,['the_times_of_india'],"NEW DELHI: Climate activist Sonam Wangchuk Saturday refused intravenous fluids, oral rehydration solution and medication despite an independent AIIMS expert endorsing Safdarjung Hospitalâs assessment that he urgently requires fluid and electrolyte th...","NEW DELHI: Climate activist Sonam Wangchuk Saturday refused intravenous fluids, oral rehydration solution and medication despite an independent AIIMS expert endorsing Safdarjung Hospitalâs assessment that he urgently requires fluid and electrolyte therapy. Doctors said Wangchuk remains conscious and...",1.0,False
EVT_01167,A 45-year-old man from Theni was arrested after the police seized 12 kg of ganja from his tourist bag in a government bus during a vehicle check at a police check post in Christianpet village near Katpadi in Vellore on Saturday.,2026-07-19,1,1,['the_hindu'],A 45-year-old man from Theni was arrested after the police seized 12 kg of ganja from his tourist bag in a government bus during a vehicle check at a police check post in Christianpet village near Katpadi in Vellore on Saturday.,"A 45-year-old man from Theni was arrested after the police seized 12 kg of ganja from his tourist bag in a government bus during a vehicle check at a police check post in Christianpet village near Katpadi in Vellore on Saturday.
The police said the arrested person was identified as K. Suriya Prakash...",1.0,False
EVT_01168,"Students beaten, made to clean toilets: Parents stage protest at Jharkhand school",2026-07-19,1,1,['india_today'],"Students beaten, made to clean toilets: Parents stage protest at Jharkhand school","Students beaten, made to clean toilets: Parents stage protest at Jharkhand school
The protest erupted after parents accused the school of physical punishment, verbal abuse and overcrowding, prompting demands for an impartial inquiry and action against those found responsible.
Tension gripped a resid...",1.0,False
EVT_01170,Munger hospital blackout forces doctors to treat patients by mobile flashlight,2026-07-19,1,1,['india_today'],Munger hospital blackout forces doctors to treat patients by mobile flashlight,"Munger hospital blackout forces doctors to treat patients by mobile flashlight
A 45-minute power outage left Munger's Model Sadar Hospital emergency ward in darkness, with doctors using mobile phone flashlights to treat patients. The blackout, which allegedly disrupted oxygen supply and exposed unco...",1.0,False
EVT_01171,"For years, the Pallikaranai marsh has embodied Chennai’s environmental paradox. One of Tamil Nadu’s most important wetlands, it is also surrounded by apartment complexes, IT parks, arterial roads, and neighbourhoods that have grown steadily over the ...",2026-07-19,1,1,['the_hindu'],"For years, the Pallikaranai marsh has embodied Chennai’s environmental paradox. One of Tamil Nadu’s most important wetlands, it is also surrounded by apartment complexes, IT parks, arterial roads, and neighbourhoods that have grown steadily over the ...","For years, the Pallikaranai marsh has embodied Chennai’s environmental paradox. One of Tamil Nadu’s most important wetlands, it is also surrounded by apartment complexes, IT parks, arterial roads, and neighbourhoods that have grown steadily over the past five decades. Today, the marsh is at the cent...",1.0,False
EVT_01172,'Appropriate representation' denied: Nirmohi Akhara moves SC over Ram temple trust,2026-07-19,1,1,['hindustan_times'],'Appropriate representation' denied: Nirmohi Akhara moves SC over Ram temple trust,"'Appropriate representation' denied: Nirmohi Akhara moves SC over Ram temple trust
Nirmohi Akhara moved the Supreme Court, seeking implementation of the 2019 Ayodhya verdict and representation in the Ram temple trust.
The Nirmohi Akhara, one of the litigants in the Ayodhya title suit case, has appro...",1.0,False
EVT_01173,"Authorities in Jammu and Kashmir on Saturday (July 19, 2026) said that Amarnath and Mata Vaishno Devi Yatras will be temporarily suspended from July 19 due to the inclement weather forecast.",2026-07-19,1,1,['the_hindu'],"Authorities in Jammu and Kashmir on Saturday (July 19, 2026) said that Amarnath and Mata Vaishno Devi Yatras will be temporarily suspended from July 19 due to the inclement weather forecast.","Authorities in Jammu and Kashmir on Saturday (July 19, 2026) said that Amarnath and Mata Vaishno Devi Yatras will be temporarily suspended from July 19 due to the inclement weather forecast.
“In view of the inclement weather forecast issued by the India Meteorological Department (IMD), Shri Amarnath...",1.0,False
EVT_01174,"11 arrested for luring victims through prostitution ads, then robbing them",2026-07-19,1,1,['india_today'],"11 arrested for luring victims through prostitution ads, then robbing them","11 arrested for luring victims through prostitution ads, then robbing them
Police said 11 people were arrested for allegedly luring victims through prostitution advertisements on an app and then robbing them in HBR Layout. Bengaluru City Police urged the public not to respond to such illegal online ...",1.0,False
EVT_01175,Sonam Wangchuk hospitalised LIVE: CJP renews call for Sansad march tommorrow; Delhi Police refuse nod,2026-07-19,1,1,['hindustan_times'],Sonam Wangchuk hospitalised LIVE: CJP renews call for Sansad march tommorrow; Delhi Police refuse nod,"Sonam Wangchuk hospitalised LIVE: CJP renews call for Sansad march tommorrow; Delhi Police refuse nod
Sonam Wangchuk hospitalised LIVE: Senior Delhi Police officers said the proposed march would not be allowed because it could disrupt law and order in one of the capital's most sensitive security zon...",1.0,False
EVT_01176,"NEW DELHI: Medical colleges across the country will now decide faculty appointments and promotions on their own, with the National Medical Commission (NMC) ending routine eligibility clearances. Only exceptional cases involving regulatory ambiguity w...",2026-07-19,1,1,['the_times_of_india'],"NEW DELHI: Medical colleges across the country will now decide faculty appointments and promotions on their own, with the National Medical Commission (NMC) ending routine eligibility clearances. Only exceptional cases involving regulatory ambiguity w...","NEW DELHI: Medical colleges across the country will now decide faculty appointments and promotions on their own, with the National Medical Commission (NMC) ending routine eligibility clearances. Only exceptional cases involving regulatory ambiguity will be taken up by the regulator for a fee of Rs 2...",1.0,False
EVT_01177,"They may not be the first mother-son duo to graduate from an institution together, but they sure have a story to tell.",2026-07-19,1,1,['the_hindu'],"They may not be the first mother-son duo to graduate from an institution together, but they sure have a story to tell.","They may not be the first mother-son duo to graduate from an institution together, but they sure have a story to tell.
Aditya Kapadia, 23, and Jigisha Tailor, 49, were among the 1,460 candidates who recently graduated in what is claimed to be one of the world’s largest non-campus degree programmes o...",1.0,False
EVT_01178,NEW DELHI: Defence minister Rajnath Singh said on Saturday that,2026-07-19,1,1,['the_times_of_india'],NEW DELHI: Defence minister Rajnath Singh said on Saturday that,"NEW DELHI: Defence minister Rajnath Singh said on Saturday that 
Operation Sindoor was testimony to Indiaâs defence preparedness, sharpened by the transformation of defence sector through Modi-led govtâs sustained efforts.
âAdvanced systems such as Akash Teer, Akash missile system and BrahMos were e...",1.0,False
EVT_01179,"The Higher Education for Persons With Special Needs (HEPSN) wing of Andhra Loyola College (ALC), Vijayawada, in collaboration with EnAble India, Bengaluru, organised a day-long workshop on digital accessibility for persons with low vision.",2026-07-19,1,1,['the_hindu'],"The Higher Education for Persons With Special Needs (HEPSN) wing of Andhra Loyola College (ALC), Vijayawada, in collaboration with EnAble India, Bengaluru, organised a day-long workshop on digital accessibility for persons with low vision.","The Higher Education for Persons With Special Needs (HEPSN) wing of Andhra Loyola College (ALC), Vijayawada, in collaboration with EnAble India, Bengaluru, organised a day-long workshop on digital accessibility for persons with low vision.
As many as 20 participants, including government employees, ...",1.0,False
EVT_01180,"Gujarat ATS arrests 5 in Jaish-e-Mohammed Conspiracy, 2 linked to Bharuch madrasa",2026-07-19,1,1,['india_today'],"Gujarat ATS arrests 5 in Jaish-e-Mohammed Conspiracy, 2 linked to Bharuch madrasa","Gujarat ATS arrests 5 in Jaish-e-Mohammed Conspiracy, 2 linked to Bharuch madrasa
The Gujarat ATS has arrested five more people in an alleged Jaish-e-Mohammed-linked conspiracy, including two madrasa students from Bharuch. Investigators are now examining possible local support, seized extremist mate...",1.0,False
EVT_01181,"सोशल एक्टिविस्ट और शिक्षा सुधारक सोनम वांगचुक 28 जून से दिल्ली के जंतर-मंतर पर अनिश्चितकालीन भूख हड़ताल पर हैं, जहां से शनिवार को दिल्ली पुलिस उन्हें जबरदस्ती उठाकर सफदरजंग अस्पताल ले गई. क्योंकि लंबी भूख हड़ताल के कारण उनमें डिहाइड्रेशन के लक्षण दिख...",2026-07-19,1,1,['india_today'],"सोशल एक्टिविस्ट और शिक्षा सुधारक सोनम वांगचुक 28 जून से दिल्ली के जंतर-मंतर पर अनिश्चितकालीन भूख हड़ताल पर हैं, जहां से शनिवार को दिल्ली पुलिस उन्हें जबरदस्ती उठाकर सफदरजंग अस्पताल ले गई. क्योंकि लंबी भूख हड़ताल के कारण उनमें डिहाइड्रेशन के लक्षण दिख...","सोशल एक्टिविस्ट और शिक्षा सुधारक सोनम वांगचुक 28 जून से दिल्ली के जंतर-मंतर पर अनिश्चितकालीन भूख हड़ताल पर हैं, जहां से शनिवार को दिल्ली पुलिस उन्हें जबरदस्ती उठाकर सफदरजंग अस्पताल ले गई. क्योंकि लंबी भूख हड़ताल के कारण उनमें डिहाइड्रेशन के लक्षण दिखने लगे हैं, लेकिन उन्होंने इलाज लेने से साफ इनकार ...",1.0,False
EVT_01182,The Tamilaga Vettri Kazhagam (TVK)-led government is contemplating lowering the State-level Value Added Tax on Aviation Turbine Fuel (ATF).,2026-07-19,1,1,['the_hindu'],The Tamilaga Vettri Kazhagam (TVK)-led government is contemplating lowering the State-level Value Added Tax on Aviation Turbine Fuel (ATF).,"The Tamilaga Vettri Kazhagam (TVK)-led government is contemplating lowering the State-level Value Added Tax on Aviation Turbine Fuel (ATF).
At present, the tax rate is 29%. “We want to make it on a par with that of neighbouring States,” says an official. It is expected that the actual rate will be m...",1.0,False
EVT_01184,"‘Regressive’: Justice Ujjal Bhuyan flags judicial intervention, finance ministry policy as setback to arbitration",2026-07-19,1,1,['hindustan_times'],"‘Regressive’: Justice Ujjal Bhuyan flags judicial intervention, finance ministry policy as setback to arbitration","‘Regressive’: Justice Ujjal Bhuyan flags judicial intervention, finance ministry policy as setback to arbitration
Justice Bhuyan, however, said the consequences of that judgment extended far beyond the dispute itself.
In an unusually candid critique of both judicial intervention and government polic...",1.0,False
EVT_01185,"Right as Sonam Wangchuk entered the 21st day of his fast, authorities whisked him away, covering his path from the stage at the Jantar Mantar protest site to the waiting ambulance with a wall of white curtains. Mr. Wangchuk tried to raise his hand be...",2026-07-19,1,1,['the_hindu'],"Right as Sonam Wangchuk entered the 21st day of his fast, authorities whisked him away, covering his path from the stage at the Jantar Mantar protest site to the waiting ambulance with a wall of white curtains. Mr. Wangchuk tried to raise his hand be...","Right as Sonam Wangchuk entered the 21st day of his fast, authorities whisked him away, covering his path from the stage at the Jantar Mantar protest site to the waiting ambulance with a wall of white curtains. Mr. Wangchuk tried to raise his hand beyond the curtains, and it appeared for a split sec...",1.0,False
EVT_01186,"NEW DELHI: CBSE Saturday declared the results of the Class X Second Board Examination 2026, taking the overall pass percentage â after combining the main and second exam results â to nearly 96.8.",2026-07-19,1,1,['the_times_of_india'],"NEW DELHI: CBSE Saturday declared the results of the Class X Second Board Examination 2026, taking the overall pass percentage â after combining the main and second exam results â to nearly 96.8.","NEW DELHI: CBSE Saturday declared the results of the Class X Second Board Examination 2026, taking the overall pass percentage â after combining the main and second exam results â to nearly 96.8.
In the main board examination, CBSE had recorded an overall Class X pass percentage of 93.7. Nearly 3.1 ...",1.0,False
EVT_01187,"UP woman who killed 4-year-old son with spade, tried to burn body gets life term",2026-07-19,1,1,['india_today'],"UP woman who killed 4-year-old son with spade, tried to burn body gets life term","UP woman who killed 4-year-old son with spade, tried to burn body gets life term
A court in Uttar Pradesh's Bijnor has sentenced a woman to life imprisonment for killing her four-year-old son with a spade and attempting to burn his body in June 2024. The court also imposed a Rs 60,000 fine and award...",1.0,False
EVT_01188,"NTA warns of legal action over fake, AI-generated OMR sheets amid NEET row",2026-07-19,1,1,['india_today'],"NTA warns of legal action over fake, AI-generated OMR sheets amid NEET row","NTA warns of legal action over fake, AI-generated OMR sheets amid NEET row
The NTA has warned students and parents against submitting fake or AI-generated OMR sheets for scrutiny. The warning came after Congress alleged tampering in a Re-NEET candidate's answer sheet and shared the father's video.
T...",1.0,False
EVT_01189,Delhi Mango Festival showcases BrahMos variety inspired by Operation Sindoor,2026-07-19,1,1,['india_today'],Delhi Mango Festival showcases BrahMos variety inspired by Operation Sindoor,"Delhi Mango Festival showcases BrahMos variety inspired by Operation Sindoor
A mango variety named BrahMos was unveiled at a Delhi festival attended by senior defence figures and growers. The event linked agriculture with national pride as guests sampled fruits and spoke with exhibitors.
A mango var...",1.0,False
EVT_01190,Fresh official correspondence from two Karnataka government departments has brought renewed attention to the representations relating to the Obulapuram Mining Company (OMC) lease and the categorisation of certain mining leases along the Karnataka-And...,2026-07-19,1,1,['the_hindu'],Fresh official correspondence from two Karnataka government departments has brought renewed attention to the representations relating to the Obulapuram Mining Company (OMC) lease and the categorisation of certain mining leases along the Karnataka-And...,"Fresh official correspondence from two Karnataka government departments has brought renewed attention to the representations relating to the Obulapuram Mining Company (OMC) lease and the categorisation of certain mining leases along the Karnataka-Andhra Pradesh border.
In a letter dated July 17, 202...",1.0,False
